Age,Gender,Total_Spent,Quantity,Channel,Category,Cluster,Avg_Price,Loyal_Customer
34,Female,585.37,4,In-Store,Footwear,2,146.3425,1
29,Male,75.39,3,In-Store,Bags,2,25.13,0
42,Female,95.96,2,Online,Accessories,4,47.98,0
53,Female,490.25,1,Online,Accessories,4,490.25,0
23,Female,385.05,3,Phone,Electronics,2,128.35,0
18,Male,399.28,2,Online,Footwear,1,199.64,0
46,Female,218.93,2,Online,Accessories,4,109.465,0
34,Female,193.76,1,Online,Footwear,1,193.76,0
18,Male,1161.42,4,Online,Electronics,2,290.355,1
19,Male,184.21,1,In-Store,Clothing,1,184.21,0
25,Female,452.61,1,Mobile App,Accessories,1,452.61,0
43,Female,877.62,2,In-Store,Footwear,0,438.81,1
37,Female,439.47,2,Phone,Accessories,4,219.735,0
35,Male,636.11,1,Mobile App,Electronics,0,636.11,1
22,Female,419.34,3,Online,Accessories,2,139.78,0
63,Male,454.06,1,In-Store,Accessories,4,454.06,0
34,Female,95.58,1,Mobile App,Electronics,1,95.58,0
20,Female,50.0,1,Mobile App,Electronics,1,50.0,0
18,Male,653.9,2,Phone,Outerwear,1,326.95,1
31,Male,178.4,4,In-Store,Accessories,2,44.6,0
43,Male,276.49,3,Online,Accessories,2,92.16333333333334,0
34,Female,171.59,4,Phone,Accessories,2,42.8975,0
36,Male,477.7,1,Phone,Media,0,477.7,0
30,Male,438.9,1,Mobile App,Accessories,1,438.9,0
39,Male,673.68,2,Mobile App,Accessories,0,336.84,1
41,Female,265.88,1,In-Store,Accessories,4,265.88,0
26,Male,240.65,3,Online,Electronics,2,80.21666666666667,0
29,Female,817.27,2,Online,Clothing,0,408.635,1
45,Male,471.93,5,Mobile App,Clothing,2,94.386,1
44,Female,140.27,1,Phone,Accessories,4,140.27,0
62,Male,212.94,1,In-Store,Electronics,4,212.94,0
34,Male,68.76,2,In-Store,Clothing,1,34.38,0
36,Female,2084.95,1,In-Store,Clothing,3,2084.95,1
18,Female,216.4,2,Online,Footwear,1,108.2,0
33,Female,422.0,1,Phone,Accessories,1,422.0,0
24,Female,1053.8,1,Mobile App,Outerwear,3,1053.8,1
25,Male,133.82,1,Mobile App,Electronics,1,133.82,0
21,Female,447.15,1,Mobile App,Accessories,1,447.15,0
41,Female,1184.61,2,Mobile App,Electronics,0,592.305,1
53,Female,63.28,1,Mobile App,Accessories,4,63.28,0
37,Female,303.96,1,Phone,Accessories,4,303.96,0
25,Male,99.9,1,In-Store,Media,1,99.9,0
30,Female,398.89,1,Online,Clothing,1,398.89,0
25,Female,50.0,1,Mobile App,Electronics,1,50.0,0
41,Male,299.26,1,In-Store,Beauty,4,299.26,0
24,Male,78.1,2,Mobile App,Media,1,39.05,0
24,Male,695.21,2,In-Store,Electronics,1,347.605,1
38,Female,321.05,2,Online,Clothing,4,160.525,0
63,Male,978.23,3,Online,Accessories,4,326.07666666666665,1
36,Female,1080.58,1,In-Store,Electronics,3,1080.58,1
36,Female,172.08,2,Mobile App,Clothing,4,86.04,0
44,Female,363.79,3,Online,Accessories,2,121.26333333333334,0
38,Female,249.55,1,Phone,Accessories,4,249.55,0
35,Female,350.87,2,Online,Beauty,4,175.435,0
23,Male,839.92,1,Phone,Electronics,0,839.92,1
37,Female,621.5,1,Mobile App,Electronics,0,621.5,1
46,Male,235.98,3,Mobile App,Accessories,4,78.66,0
55,Male,711.76,1,Mobile App,Accessories,0,711.76,1
59,Female,751.33,1,Mobile App,Electronics,0,751.33,1
31,Male,396.69,1,Phone,Accessories,1,396.69,0
24,Female,404.94,1,Online,Accessories,1,404.94,0
52,Male,284.63,1,In-Store,Outerwear,4,284.63,0
18,Female,495.34,2,Phone,Accessories,1,247.67,0
42,Female,171.48,3,In-Store,Electronics,2,57.16,0
28,Female,93.65,3,Online,Outerwear,2,31.21666666666667,0
28,Female,299.89,1,Mobile App,Electronics,1,299.89,0
26,Female,50.0,5,Mobile App,Clothing,2,10.0,0
26,Male,488.72,2,Online,Bags,1,244.36,0
40,Male,275.07,1,In-Store,Electronics,4,275.07,0
40,Female,800.73,3,Mobile App,Outerwear,2,266.91,1
28,Male,582.37,2,Mobile App,Clothing,1,291.185,1
46,Female,964.07,2,In-Store,Accessories,0,482.035,1
66,Male,865.45,1,Phone,Footwear,0,865.45,1
30,Male,104.87,1,Mobile App,Footwear,1,104.87,0
19,Male,612.9,3,Phone,Electronics,2,204.29999999999998,1
22,Female,1138.36,2,In-Store,Accessories,0,569.18,1
39,Male,875.46,2,In-Store,Accessories,0,437.73,1
28,Male,1232.52,2,Mobile App,Clothing,0,616.26,1
40,Male,364.37,3,In-Store,Accessories,2,121.45666666666666,0
18,Female,335.8,1,Phone,Beauty,1,335.8,0
44,Male,834.37,2,In-Store,Accessories,0,417.185,1
23,Female,314.66,1,In-Store,Media,1,314.66,0
47,Male,116.73,2,Phone,Accessories,4,58.365,0
30,Male,360.63,2,Phone,Accessories,1,180.315,0
49,Male,352.4,1,Phone,Clothing,4,352.4,0
27,Female,86.17,2,Phone,Beauty,1,43.085,0
32,Male,154.17,1,In-Store,Electronics,1,154.17,0
29,Female,824.47,1,Phone,Accessories,0,824.47,1
37,Male,77.0,1,In-Store,Accessories,4,77.0,0
26,Female,240.51,1,In-Store,Clothing,1,240.51,0
31,Male,1018.41,1,Phone,Clothing,3,1018.41,1
32,Female,206.24,1,Phone,Electronics,1,206.24,0
29,Male,634.71,2,Mobile App,Electronics,1,317.355,1
26,Female,325.93,3,In-Store,Accessories,2,108.64333333333333,0
44,Male,526.71,2,Online,Electronics,4,263.355,0
45,Male,70.83,1,Mobile App,Clothing,4,70.83,0
28,Female,466.72,4,In-Store,Accessories,2,116.68,0
34,Female,333.17,2,In-Store,Footwear,1,166.585,0
18,Female,643.31,1,Mobile App,Media,0,643.31,1
24,Female,478.0,3,Phone,Bags,2,159.33333333333334,0
48,Male,227.32,1,Phone,Clothing,4,227.32,0
18,Female,286.72,2,Phone,Accessories,1,143.36,0
35,Female,171.65,1,Mobile App,Electronics,1,171.65,0
32,Male,309.43,1,Online,Media,1,309.43,0
51,Male,326.29,3,In-Store,Outerwear,4,108.76333333333334,0
18,Female,193.39,1,Mobile App,Clothing,1,193.39,0
21,Male,384.32,1,Phone,Accessories,1,384.32,0
33,Male,1268.99,4,Phone,Electronics,2,317.2475,1
42,Male,314.29,4,Online,Outerwear,2,78.5725,0
42,Female,178.42,2,Mobile App,Clothing,4,89.21,0
45,Male,442.75,1,Mobile App,Accessories,4,442.75,0
30,Female,153.64,1,Online,Electronics,1,153.64,0
19,Female,50.0,3,In-Store,Outerwear,2,16.666666666666668,0
48,Female,93.38,1,Mobile App,Media,4,93.38,0
37,Male,703.13,1,In-Store,Beauty,0,703.13,1
35,Male,207.25,2,In-Store,Bags,4,103.625,0
20,Male,248.15,1,Phone,Accessories,1,248.15,0
35,Male,713.21,1,In-Store,Accessories,0,713.21,1
18,Female,709.76,1,Phone,Accessories,0,709.76,1
18,Male,246.08,1,Phone,Clothing,1,246.08,0
25,Female,658.6,1,Phone,Accessories,0,658.6,1
27,Female,136.36,1,Phone,Clothing,1,136.36,0
28,Female,121.19,1,In-Store,Accessories,1,121.19,0
18,Male,653.78,2,Online,Media,1,326.89,1
32,Female,652.64,3,Phone,Electronics,2,217.54666666666665,1
18,Male,266.13,1,In-Store,Footwear,1,266.13,0
36,Female,331.66,2,Mobile App,Beauty,4,165.83,0
40,Female,574.27,1,Mobile App,Footwear,0,574.27,0
39,Female,420.72,1,Mobile App,Media,4,420.72,0
26,Male,182.33,1,Online,Clothing,1,182.33,0
44,Male,385.21,2,Phone,Electronics,4,192.605,0
43,Female,379.23,2,Mobile App,Electronics,4,189.615,0
38,Female,114.21,2,Phone,Accessories,4,57.105,0
33,Male,301.8,1,Phone,Beauty,1,301.8,0
46,Male,1003.34,1,Phone,Accessories,3,1003.34,1
33,Male,216.57,3,Phone,Accessories,2,72.19,0
34,Male,589.86,1,Mobile App,Footwear,0,589.86,0
34,Female,1293.51,2,Mobile App,Accessories,0,646.755,1
38,Female,577.61,2,Online,Media,4,288.805,0
36,Male,236.37,2,In-Store,Electronics,4,118.185,0
30,Female,235.33,4,Mobile App,Electronics,2,58.8325,0
18,Female,101.09,4,Mobile App,Electronics,2,25.2725,0
29,Female,803.94,2,Phone,Electronics,0,401.97,1
49,Female,937.45,2,Online,Clothing,0,468.725,1
18,Female,619.4,1,In-Store,Electronics,1,619.4,0
18,Female,756.37,4,Mobile App,Accessories,2,189.0925,1
30,Female,831.93,1,Mobile App,Accessories,0,831.93,1
18,Male,295.59,1,Phone,Clothing,1,295.59,0
33,Male,215.63,1,Mobile App,Outerwear,1,215.63,0
53,Male,308.19,1,Mobile App,Bags,4,308.19,0
36,Female,103.59,2,In-Store,Accessories,4,51.795,0
38,Female,452.12,2,Mobile App,Accessories,4,226.06,0
22,Female,50.0,1,Mobile App,Beauty,1,50.0,0
25,Male,198.64,1,In-Store,Electronics,1,198.64,0
36,Male,684.13,4,Phone,Clothing,2,171.0325,1
31,Male,700.79,3,In-Store,Footwear,2,233.59666666666666,1
41,Female,652.99,3,Mobile App,Accessories,2,217.66333333333333,1
42,Male,50.0,1,Phone,Accessories,4,50.0,0
26,Female,241.91,3,Online,Electronics,2,80.63666666666667,0
27,Male,624.68,1,Mobile App,Beauty,0,624.68,1
48,Male,489.3,1,Phone,Electronics,4,489.3,0
32,Male,214.04,1,In-Store,Clothing,1,214.04,0
50,Male,541.97,1,Phone,Footwear,4,541.97,0
40,Female,935.8,1,Online,Accessories,0,935.8,1
22,Male,243.21,5,Online,Electronics,2,48.642,0
42,Female,73.41,1,Phone,Clothing,4,73.41,0
49,Male,361.54,1,Phone,Footwear,4,361.54,0
55,Male,50.0,1,Phone,Electronics,4,50.0,0
29,Female,903.88,1,Online,Accessories,0,903.88,1
52,Female,292.06,2,Mobile App,Outerwear,4,146.03,0
34,Male,86.99,1,Mobile App,Bags,1,86.99,0
44,Female,419.23,3,Online,Clothing,2,139.74333333333334,0
22,Male,381.0,1,Online,Media,1,381.0,0
39,Male,385.95,2,In-Store,Footwear,4,192.975,0
35,Female,634.79,2,Mobile App,Accessories,0,317.395,1
29,Female,531.23,3,Online,Accessories,2,177.07666666666668,0
34,Male,276.01,3,Phone,Clothing,2,92.00333333333333,0
29,Female,161.12,2,Phone,Accessories,1,80.56,0
26,Female,388.14,1,Mobile App,Footwear,1,388.14,0
38,Female,126.03,2,Mobile App,Electronics,4,63.015,0
54,Female,672.71,3,Online,Clothing,4,224.23666666666668,1
30,Male,1173.24,3,Mobile App,Beauty,0,391.08,1
49,Female,1228.8,1,In-Store,Clothing,3,1228.8,1
37,Male,696.26,1,Mobile App,Accessories,0,696.26,1
48,Female,71.53,3,Mobile App,Clothing,4,23.843333333333334,0
18,Female,616.11,1,In-Store,Electronics,1,616.11,0
32,Female,806.21,1,In-Store,Accessories,0,806.21,1
32,Female,726.32,1,Phone,Footwear,0,726.32,1
45,Female,485.6,2,Online,Outerwear,4,242.8,0
37,Male,279.9,5,Phone,Outerwear,2,55.98,0
47,Male,453.17,1,Phone,Electronics,4,453.17,0
25,Female,357.69,1,Phone,Media,1,357.69,0
39,Male,429.33,1,Mobile App,Accessories,4,429.33,0
58,Female,394.72,1,Mobile App,Accessories,4,394.72,0
55,Female,504.86,2,In-Store,Beauty,4,252.43,0
52,Female,988.32,2,Phone,Electronics,0,494.16,1
26,Male,655.8,1,In-Store,Accessories,0,655.8,1
46,Male,874.74,2,Online,Electronics,0,437.37,1
60,Male,197.18,2,In-Store,Electronics,4,98.59,0
31,Male,592.82,1,Mobile App,Clothing,0,592.82,0
18,Female,870.76,1,Mobile App,Clothing,0,870.76,1
54,Female,786.37,5,Online,Clothing,2,157.274,1
52,Male,849.97,1,Mobile App,Accessories,0,849.97,1
18,Female,306.09,3,In-Store,Media,2,102.02999999999999,0
47,Male,455.3,1,In-Store,Accessories,4,455.3,0
30,Male,504.6,3,Phone,Footwear,2,168.20000000000002,0
35,Female,92.47,3,Online,Media,2,30.823333333333334,0
51,Male,331.56,2,Mobile App,Accessories,4,165.78,0
18,Male,799.74,3,Mobile App,Outerwear,2,266.58,1
49,Female,1933.39,4,In-Store,Footwear,3,483.3475,1
19,Male,368.05,2,Online,Accessories,1,184.025,0
21,Male,381.89,1,Online,Footwear,1,381.89,0
23,Male,320.24,1,Phone,Electronics,1,320.24,0
28,Female,217.52,3,Online,Accessories,2,72.50666666666667,0
50,Male,341.15,2,Online,Outerwear,4,170.575,0
28,Male,223.7,1,Mobile App,Accessories,1,223.7,0
38,Female,177.93,1,Online,Accessories,4,177.93,0
38,Male,498.98,2,Phone,Accessories,4,249.49,0
30,Male,239.31,1,In-Store,Electronics,1,239.31,0
33,Male,367.78,1,In-Store,Clothing,1,367.78,0
35,Female,273.95,2,Mobile App,Accessories,4,136.975,0
63,Female,342.94,2,In-Store,Electronics,4,171.47,0
25,Male,1161.76,1,In-Store,Footwear,3,1161.76,1
18,Male,423.91,1,Online,Bags,1,423.91,0
45,Male,545.45,1,Mobile App,Electronics,0,545.45,0
39,Female,493.71,1,Mobile App,Accessories,0,493.71,0
40,Male,398.14,2,Mobile App,Bags,4,199.07,0
27,Male,359.42,2,In-Store,Electronics,1,179.71,0
29,Female,1343.71,1,In-Store,Accessories,3,1343.71,1
41,Female,198.1,1,In-Store,Accessories,4,198.1,0
29,Male,109.79,1,In-Store,Accessories,1,109.79,0
18,Male,112.31,5,In-Store,Accessories,2,22.462,0
33,Female,410.1,1,Phone,Footwear,1,410.1,0
30,Male,641.01,3,Online,Electronics,2,213.67,1
41,Female,1040.29,3,In-Store,Accessories,0,346.7633333333333,1
20,Female,531.95,2,Phone,Accessories,1,265.975,0
18,Male,509.29,2,Mobile App,Electronics,1,254.645,0
40,Female,849.54,1,Phone,Accessories,0,849.54,1
34,Female,180.84,2,In-Store,Accessories,1,90.42,0
18,Male,266.42,1,Mobile App,Accessories,1,266.42,0
32,Female,151.33,3,Online,Electronics,2,50.443333333333335,0
46,Female,230.78,1,Online,Accessories,4,230.78,0
35,Male,524.61,3,In-Store,Media,2,174.87,0
27,Female,372.02,1,Online,Footwear,1,372.02,0
36,Male,288.62,3,In-Store,Clothing,2,96.20666666666666,0
18,Male,1944.91,1,Online,Media,3,1944.91,1
43,Male,208.93,2,In-Store,Footwear,4,104.465,0
18,Male,450.92,1,Online,Clothing,1,450.92,0
35,Male,702.54,1,Phone,Accessories,0,702.54,1
45,Male,145.0,2,Online,Accessories,4,72.5,0
33,Female,652.73,4,Mobile App,Beauty,2,163.1825,1
68,Male,50.0,1,Mobile App,Accessories,4,50.0,0
18,Male,333.99,4,Phone,Accessories,2,83.4975,0
40,Female,2521.08,2,Mobile App,Electronics,3,1260.54,1
31,Male,589.76,3,Phone,Electronics,2,196.58666666666667,1
43,Male,985.0,1,Phone,Bags,0,985.0,1
36,Male,331.39,1,In-Store,Footwear,1,331.39,0
18,Female,770.26,3,Phone,Footwear,2,256.75333333333333,1
52,Male,193.11,1,Online,Accessories,4,193.11,0
38,Female,50.0,2,In-Store,Beauty,4,25.0,0
43,Female,359.74,1,Online,Accessories,4,359.74,0
24,Male,411.47,1,Phone,Electronics,1,411.47,0
38,Male,272.37,2,Mobile App,Electronics,4,136.185,0
31,Female,263.57,2,In-Store,Bags,1,131.785,0
18,Female,54.22,2,Phone,Accessories,1,27.11,0
38,Female,143.26,1,In-Store,Bags,4,143.26,0
44,Male,691.77,1,In-Store,Clothing,0,691.77,1
56,Male,174.11,1,In-Store,Accessories,4,174.11,0
27,Male,85.08,1,Mobile App,Beauty,1,85.08,0
57,Female,837.2,3,In-Store,Clothing,4,279.06666666666666,1
28,Male,50.0,3,In-Store,Electronics,2,16.666666666666668,0
39,Male,474.53,1,Online,Accessories,0,474.53,0
29,Female,178.11,3,Phone,Footwear,2,59.370000000000005,0
53,Female,50.0,1,In-Store,Clothing,4,50.0,0
28,Female,793.34,2,In-Store,Clothing,0,396.67,1
19,Male,256.39,1,In-Store,Electronics,1,256.39,0
18,Female,294.32,2,Online,Media,1,147.16,0
37,Female,215.12,1,Phone,Footwear,4,215.12,0
30,Male,103.49,1,Mobile App,Electronics,1,103.49,0
49,Male,102.63,1,In-Store,Footwear,4,102.63,0
39,Male,524.51,1,Online,Accessories,0,524.51,0
22,Male,596.81,1,In-Store,Footwear,1,596.81,0
18,Male,96.9,1,Online,Electronics,1,96.9,0
29,Female,314.11,1,Online,Bags,1,314.11,0
18,Female,88.44,2,Online,Electronics,1,44.22,0
49,Female,1301.31,1,In-Store,Accessories,3,1301.31,1
35,Female,923.45,2,Mobile App,Electronics,0,461.725,1
60,Male,506.09,1,Phone,Electronics,4,506.09,0
33,Female,954.26,4,Mobile App,Footwear,2,238.565,1
32,Male,132.82,4,In-Store,Accessories,2,33.205,0
55,Male,251.72,1,Phone,Footwear,4,251.72,0
36,Female,522.97,2,In-Store,Accessories,4,261.485,0
32,Female,163.0,1,Phone,Accessories,1,163.0,0
48,Female,525.62,4,Online,Clothing,2,131.405,1
42,Female,161.93,2,In-Store,Accessories,4,80.965,0
36,Female,161.55,1,Phone,Beauty,4,161.55,0
18,Male,160.5,1,Mobile App,Clothing,1,160.5,0
38,Female,175.78,1,Phone,Electronics,4,175.78,0
23,Male,161.43,1,Mobile App,Footwear,1,161.43,0
33,Female,263.84,2,Phone,Accessories,1,131.92,0
55,Male,616.45,1,Phone,Electronics,0,616.45,0
51,Female,1422.87,1,Mobile App,Accessories,3,1422.87,1
19,Female,638.46,1,Mobile App,Bags,0,638.46,1
31,Female,288.43,1,Mobile App,Clothing,1,288.43,0
40,Female,862.36,1,Phone,Accessories,0,862.36,1
21,Male,70.26,3,Online,Clothing,2,23.42,0
36,Female,478.51,1,Online,Accessories,0,478.51,0
43,Male,251.71,2,Phone,Accessories,4,125.855,0
33,Male,656.97,1,Online,Accessories,0,656.97,1
61,Male,292.59,1,Online,Clothing,4,292.59,0
35,Male,110.88,2,Online,Accessories,4,55.44,0
42,Male,851.49,1,Mobile App,Bags,0,851.49,1
39,Male,281.58,1,Online,Accessories,4,281.58,0
33,Female,304.07,2,Online,Accessories,1,152.035,0
40,Female,257.34,1,In-Store,Electronics,4,257.34,0
38,Female,138.75,1,Online,Footwear,4,138.75,0
37,Male,664.99,2,In-Store,Accessories,0,332.495,1
36,Male,170.68,2,Online,Electronics,4,85.34,0
54,Male,323.93,1,Phone,Outerwear,4,323.93,0
40,Male,760.44,1,Mobile App,Electronics,0,760.44,1
23,Male,561.39,1,Mobile App,Electronics,1,561.39,0
31,Female,611.04,1,In-Store,Electronics,0,611.04,0
40,Male,134.26,2,Mobile App,Electronics,4,67.13,0
27,Male,144.83,3,Online,Footwear,2,48.27666666666667,0
32,Male,820.41,3,Phone,Footwear,2,273.46999999999997,1
18,Female,246.95,1,Phone,Clothing,1,246.95,0
34,Male,537.68,1,Mobile App,Accessories,0,537.68,0
20,Female,448.91,2,Online,Accessories,1,224.455,0
61,Male,556.83,1,Phone,Electronics,4,556.83,0
45,Female,388.25,3,Phone,Electronics,2,129.41666666666666,0
64,Female,370.43,2,Mobile App,Outerwear,4,185.215,0
33,Male,284.13,4,In-Store,Accessories,2,71.0325,0
18,Female,222.84,1,In-Store,Accessories,1,222.84,0
26,Male,241.06,1,In-Store,Electronics,1,241.06,0
18,Female,406.51,3,Online,Footwear,2,135.50333333333333,0
26,Male,445.1,2,Phone,Electronics,1,222.55,0
44,Female,683.01,3,Mobile App,Accessories,2,227.67,1
31,Female,1339.35,1,Mobile App,Accessories,3,1339.35,1
36,Male,307.06,2,Mobile App,Accessories,4,153.53,0
18,Male,338.37,2,Mobile App,Electronics,1,169.185,0
51,Female,832.02,1,In-Store,Electronics,0,832.02,1
49,Male,275.28,2,In-Store,Accessories,4,137.64,0
35,Male,869.66,2,Online,Clothing,0,434.83,1
53,Female,626.87,1,In-Store,Accessories,0,626.87,1
35,Female,624.72,1,In-Store,Accessories,0,624.72,1
24,Female,340.67,2,Mobile App,Accessories,1,170.335,0
24,Female,703.92,1,In-Store,Electronics,0,703.92,1
30,Male,538.19,3,Mobile App,Electronics,2,179.39666666666668,1
37,Male,554.09,1,Mobile App,Electronics,0,554.09,0
22,Male,858.67,1,Mobile App,Outerwear,0,858.67,1
18,Male,806.37,5,Online,Accessories,2,161.274,1
35,Female,285.89,4,Phone,Electronics,2,71.4725,0
49,Female,541.83,1,In-Store,Electronics,4,541.83,0
19,Female,209.39,3,Mobile App,Electronics,2,69.79666666666667,0
38,Male,453.53,1,Mobile App,Accessories,4,453.53,0
39,Female,562.47,1,In-Store,Electronics,0,562.47,0
33,Male,162.97,1,Online,Electronics,1,162.97,0
54,Male,2230.95,1,Phone,Accessories,3,2230.95,1
37,Female,247.35,3,In-Store,Footwear,2,82.45,0
42,Male,180.06,2,In-Store,Accessories,4,90.03,0
21,Male,525.91,5,Phone,Clothing,2,105.18199999999999,1
30,Female,50.0,2,Phone,Accessories,1,25.0,0
41,Female,263.61,1,Phone,Beauty,4,263.61,0
23,Male,468.37,2,In-Store,Outerwear,1,234.185,0
32,Female,142.46,5,Online,Footwear,2,28.492,0
24,Female,605.26,2,Mobile App,Electronics,1,302.63,1
33,Male,519.37,3,Phone,Media,2,173.12333333333333,0
32,Male,216.77,4,Phone,Accessories,2,54.1925,0
49,Female,1148.43,1,Online,Electronics,3,1148.43,1
25,Female,340.82,2,In-Store,Accessories,1,170.41,0
57,Male,534.0,3,Phone,Accessories,4,178.0,0
20,Female,123.07,4,Mobile App,Media,2,30.7675,0
48,Female,258.82,1,Online,Accessories,4,258.82,0
18,Male,697.63,2,Mobile App,Accessories,1,348.815,1
34,Male,603.95,2,Mobile App,Accessories,1,301.975,1
50,Female,2021.66,1,Mobile App,Footwear,3,2021.66,1
57,Female,234.74,2,Mobile App,Outerwear,4,117.37,0
29,Male,238.61,1,Phone,Media,1,238.61,0
43,Male,585.26,1,Mobile App,Accessories,0,585.26,0
18,Male,276.18,1,Mobile App,Beauty,1,276.18,0
36,Male,781.75,2,Online,Clothing,0,390.875,1
19,Male,59.69,1,Phone,Electronics,1,59.69,0
48,Male,380.29,1,Online,Accessories,4,380.29,0
43,Male,57.82,1,Phone,Clothing,4,57.82,0
30,Female,111.69,1,Mobile App,Electronics,1,111.69,0
61,Male,237.78,1,In-Store,Footwear,4,237.78,0
46,Female,323.36,1,Phone,Footwear,4,323.36,0
26,Female,352.93,2,Online,Footwear,1,176.465,0
40,Female,856.97,3,Phone,Clothing,2,285.6566666666667,1
22,Male,372.91,1,Phone,Footwear,1,372.91,0
47,Female,149.69,1,Mobile App,Electronics,4,149.69,0
34,Female,50.0,2,In-Store,Electronics,1,25.0,0
18,Female,236.8,1,Mobile App,Clothing,1,236.8,0
18,Female,748.2,4,Phone,Accessories,2,187.05,1
28,Female,147.45,2,Mobile App,Bags,1,73.725,0
36,Male,812.33,1,Online,Clothing,0,812.33,1
21,Female,858.2,1,Mobile App,Electronics,0,858.2,1
60,Female,64.78,2,Online,Footwear,4,32.39,0
29,Female,103.27,1,Online,Media,1,103.27,0
21,Male,310.51,1,Phone,Accessories,1,310.51,0
31,Female,1064.54,1,Mobile App,Accessories,3,1064.54,1
40,Male,724.08,3,Online,Clothing,2,241.36,1
41,Male,296.97,2,Online,Electronics,4,148.485,0
26,Female,172.55,1,In-Store,Electronics,1,172.55,0
38,Male,355.82,2,Phone,Accessories,4,177.91,0
47,Male,405.26,1,Phone,Bags,4,405.26,0
27,Female,355.02,2,Phone,Accessories,1,177.51,0
44,Male,172.4,1,Phone,Clothing,4,172.4,0
32,Male,160.63,2,Online,Electronics,1,80.315,0
24,Male,595.8,5,Mobile App,Clothing,2,119.16,1
27,Female,480.98,1,Mobile App,Accessories,1,480.98,0
41,Male,1229.54,1,Phone,Clothing,3,1229.54,1
28,Female,294.54,1,In-Store,Accessories,1,294.54,0
18,Female,630.77,1,Phone,Electronics,1,630.77,1
51,Male,144.04,1,In-Store,Electronics,4,144.04,0
30,Female,147.34,3,In-Store,Accessories,2,49.11333333333334,0
51,Male,862.08,4,Phone,Accessories,2,215.52,1
36,Female,278.61,1,Mobile App,Bags,4,278.61,0
35,Male,920.76,2,Mobile App,Electronics,0,460.38,1
31,Male,485.29,2,Online,Beauty,1,242.645,0
30,Female,721.51,2,Phone,Electronics,0,360.755,1
63,Female,229.15,1,Mobile App,Accessories,4,229.15,0
45,Female,407.1,1,Online,Bags,4,407.1,0
22,Female,566.55,1,Online,Clothing,1,566.55,0
20,Female,321.37,1,Phone,Beauty,1,321.37,0
44,Male,753.54,3,Online,Outerwear,2,251.17999999999998,1
27,Male,216.88,3,Phone,Clothing,2,72.29333333333334,0
31,Male,88.07,1,Mobile App,Electronics,1,88.07,0
32,Male,1172.19,1,Online,Beauty,3,1172.19,1
40,Female,914.01,4,Online,Outerwear,2,228.5025,1
23,Male,116.5,2,Mobile App,Electronics,1,58.25,0
24,Female,195.18,3,Mobile App,Media,2,65.06,0
46,Male,1094.49,1,Mobile App,Beauty,3,1094.49,1
36,Female,677.98,2,Online,Footwear,0,338.99,1
25,Male,693.33,2,Online,Accessories,1,346.665,1
59,Female,296.91,3,Online,Footwear,4,98.97000000000001,0
48,Male,874.99,1,Online,Footwear,0,874.99,1
25,Male,1556.17,1,Phone,Footwear,3,1556.17,1
49,Male,418.16,1,In-Store,Electronics,4,418.16,0
18,Female,231.23,3,Phone,Media,2,77.07666666666667,0
28,Male,560.64,4,Online,Clothing,2,140.16,1
28,Female,822.51,5,Mobile App,Accessories,2,164.502,1
29,Male,346.61,4,Online,Electronics,2,86.6525,0
31,Male,282.56,1,Mobile App,Footwear,1,282.56,0
36,Female,428.28,1,Online,Accessories,4,428.28,0
29,Female,1404.12,1,Online,Footwear,3,1404.12,1
33,Male,365.3,1,In-Store,Accessories,1,365.3,0
46,Female,650.94,3,Online,Electronics,2,216.98000000000002,1
20,Male,193.81,3,Mobile App,Accessories,2,64.60333333333334,0
60,Female,1022.98,1,In-Store,Accessories,3,1022.98,1
18,Female,251.56,2,Mobile App,Outerwear,1,125.78,0
18,Female,1115.4,4,Phone,Footwear,2,278.85,1
45,Female,1119.81,1,Phone,Accessories,3,1119.81,1
42,Female,110.98,1,Phone,Accessories,4,110.98,0
32,Female,50.0,1,Phone,Footwear,1,50.0,0
30,Male,299.58,1,Mobile App,Footwear,1,299.58,0
48,Male,1116.39,2,Phone,Footwear,0,558.195,1
60,Female,929.24,1,Online,Accessories,0,929.24,1
35,Female,364.21,1,Phone,Outerwear,1,364.21,0
18,Female,231.97,5,Phone,Accessories,2,46.394,0
33,Female,117.47,2,In-Store,Accessories,1,58.735,0
40,Female,883.15,1,In-Store,Outerwear,0,883.15,1
44,Male,161.48,4,In-Store,Media,2,40.37,0
55,Female,252.02,1,Phone,Accessories,4,252.02,0
44,Female,65.11,1,In-Store,Accessories,4,65.11,0
38,Female,543.18,3,Phone,Electronics,2,181.05999999999997,1
25,Female,536.65,1,Phone,Clothing,1,536.65,0
26,Male,348.95,3,Phone,Clothing,2,116.31666666666666,0
38,Female,390.36,1,Online,Accessories,4,390.36,0
27,Male,58.88,1,Mobile App,Footwear,1,58.88,0
38,Female,795.9,2,Phone,Accessories,0,397.95,1
51,Female,581.22,1,Online,Electronics,0,581.22,0
32,Male,513.76,3,In-Store,Bags,2,171.25333333333333,0
18,Male,251.84,2,Mobile App,Accessories,1,125.92,0
41,Male,101.67,4,Online,Electronics,2,25.4175,0
18,Male,213.72,3,Mobile App,Accessories,2,71.24,0
18,Male,214.54,1,Online,Accessories,1,214.54,0
33,Male,108.42,3,Phone,Accessories,2,36.14,0
31,Female,347.25,2,In-Store,Accessories,1,173.625,0
51,Female,117.53,2,Mobile App,Accessories,4,58.765,0
