Campaign_ID,Channel,Start_Date,End_Date,Budget,Impressions,Clicks,Conversions
913,TV,2023-04-10,2023-05-16,7738,444240,446,95
914,TV,2023-03-03,2023-04-04,8316,497438,729,171
915,Online,2023-03-17,2023-03-30,1910,188129,8438,1682
916,YouTube,2023-02-01,2023-02-15,1153,97170,2332,406
917,Instagram,2023-04-25,2023-05-15,1585,196649,9791,670
918,Instagram,2023-07-11,2023-08-11,1383,128302,4509,626
919,Online,2023-07-01,2023-08-15,493,49173,2074,505
920,Facebook,2023-05-03,2023-05-11,1686,181409,3032,362
921,Radio,2023-02-12,2023-03-15,2984,264413,678,131
922,In-Store,2023-09-07,2023-10-21,933,44709,3411,609
923,Online,2023-09-23,2023-11-07,1761,198402,8269,484
924,Radio,2023-06-01,2023-06-30,1111,105913,317,28
925,Radio,2023-08-28,2023-09-05,2537,231576,1151,256
926,Online,2023-10-23,2023-11-15,1102,96091,1957,308
927,Radio,2023-08-06,2023-08-22,1246,97693,365,78
928,Billboard,2023-01-14,2023-01-29,4818,163630,243,50
929,In-Store,2023-03-04,2023-04-15,1393,55999,6191,1225
930,Online,2023-04-23,2023-05-27,306,31672,698,73
931,Facebook,2023-01-02,2023-02-13,387,53402,879,197
932,Social,2023-09-13,2023-10-15,544,65994,1558,340
933,Instagram,2023-08-25,2023-09-30,1986,217668,8669,519
934,TV,2023-08-26,2023-09-10,7715,368113,463,111
935,In-Store,2023-10-16,2023-11-13,1374,58202,6059,1029
936,Billboard,2023-06-06,2023-07-10,1115,39660,46,8
937,Facebook,2023-07-05,2023-08-05,1674,243573,8665,2149
938,Social,2023-03-18,2023-03-27,925,127220,4775,353
939,Email,2023-07-08,2023-08-09,345,78811,5238,857
940,YouTube,2023-05-25,2023-07-04,1115,94397,1035,125
941,Billboard,2023-08-28,2023-09-21,4601,155171,199,35
942,Email,2023-07-05,2023-08-15,223,45509,3028,448
943,YouTube,2023-05-15,2023-06-23,2240,237393,3713,520
944,Email,2023-07-11,2023-08-08,770,157084,6410,622
945,Billboard,2023-10-24,2023-12-07,2923,96519,73,5
946,Online,2023-02-11,2023-03-02,426,45957,2149,290
947,Facebook,2023-03-05,2023-03-21,1031,150641,2765,187
948,Billboard,2023-10-27,2023-12-09,1774,47063,40,2
949,In-Store,2023-05-06,2023-06-17,1479,60504,3192,569
950,Instagram,2023-03-09,2023-04-17,1933,232876,11950,1491
951,Email,2023-06-18,2023-07-16,282,54674,2109,162
952,TV,2023-10-09,2023-11-16,4077,202223,252,21
953,Social,2023-07-26,2023-09-08,1406,148268,4989,371
954,Email,2023-10-20,2023-11-06,230,39328,1614,222
955,YouTube,2023-09-19,2023-10-23,1774,185567,1885,186
956,TV,2023-08-13,2023-09-12,8852,488282,1121,126
957,YouTube,2023-09-11,2023-10-18,723,63994,900,209
958,TV,2023-04-19,2023-05-15,7248,336200,571,85
959,In-Store,2023-02-05,2023-03-05,1513,56930,6261,489
960,YouTube,2023-03-22,2023-04-01,1512,136927,3376,295
961,Facebook,2023-07-11,2023-08-15,1568,191800,5280,1195
962,TV,2023-04-11,2023-04-30,6723,282422,585,133
963,YouTube,2023-01-03,2023-02-12,1691,141507,2546,513
964,Email,2023-10-24,2023-11-17,372,83383,2753,532
965,Online,2023-06-03,2023-06-19,1296,144090,5445,555
966,Email,2023-06-28,2023-07-22,698,120070,9130,459
967,Instagram,2023-02-06,2023-03-17,1417,179393,8000,1378
968,Facebook,2023-02-28,2023-03-20,568,81597,3335,557
969,Radio,2023-08-18,2023-09-14,1360,110047,483,109
970,In-Store,2023-02-21,2023-03-05,1165,50638,2665,233
971,YouTube,2023-07-09,2023-08-10,617,58706,1609,349
972,TV,2023-03-24,2023-04-24,3534,162697,468,108
973,TV,2023-08-02,2023-08-19,2026,117995,344,74
974,Radio,2023-05-09,2023-06-09,1194,81921,225,24
975,YouTube,2023-02-12,2023-03-19,1408,135154,1970,250
976,Online,2023-06-24,2023-07-17,1267,136084,5664,340
977,Online,2023-05-08,2023-06-20,1376,157041,3503,484
978,Radio,2023-02-25,2023-03-29,1277,95511,212,37
979,In-Store,2023-04-01,2023-04-08,849,29415,2774,409
980,Billboard,2023-02-04,2023-03-07,3107,76119,107,14
981,In-Store,2023-09-28,2023-10-26,1052,35714,2331,208
982,Billboard,2023-07-04,2023-07-11,1575,47588,93,15
983,In-Store,2023-06-18,2023-07-22,1926,85021,6152,451
984,Facebook,2023-02-20,2023-03-22,1738,223539,4496,278
985,Radio,2023-04-01,2023-04-27,2927,204026,460,76
986,In-Store,2023-02-22,2023-03-19,827,34011,3868,402
987,In-Store,2023-05-29,2023-06-12,1082,34742,1941,413
988,Radio,2023-07-23,2023-09-04,2880,201789,476,105
989,Billboard,2023-06-14,2023-06-30,1023,35671,62,13
990,Online,2023-02-25,2023-04-01,918,106121,2606,453
991,Instagram,2023-06-04,2023-06-30,1192,137323,5510,1333
992,Billboard,2023-07-26,2023-08-25,3556,98030,59,9
993,YouTube,2023-04-06,2023-05-21,910,73621,1303,296
994,Radio,2023-02-22,2023-03-27,1778,168218,686,113
995,Radio,2023-04-08,2023-04-24,965,79044,164,11
996,Email,2023-02-01,2023-03-13,422,97318,3978,484
997,Instagram,2023-03-29,2023-04-20,893,85775,2575,497
998,Online,2023-03-06,2023-03-22,1787,205629,9794,1262
999,Billboard,2023-09-02,2023-09-14,3579,96319,160,8
1000,Social,2023-06-10,2023-07-02,718,74405,2114,292
1001,Online,2023-08-18,2023-09-24,1088,88329,3814,662
1002,Email,2023-10-02,2023-11-09,755,163447,12256,2349
1003,YouTube,2023-06-04,2023-06-14,2444,218798,2774,160
1004,Radio,2023-04-02,2023-04-27,712,46034,207,39
1005,Radio,2023-02-07,2023-02-15,2950,256266,891,207
1006,TV,2023-08-25,2023-09-09,4823,219592,409,44
1007,In-Store,2023-08-12,2023-09-22,1713,73204,6701,985
1008,Billboard,2023-04-30,2023-06-13,3256,90610,70,11
1009,In-Store,2023-10-10,2023-10-27,1547,63774,7241,1300
1010,Social,2023-08-24,2023-10-05,1073,129582,3492,861
1011,Online,2023-05-21,2023-06-08,1632,187771,5739,1336
1012,Email,2023-02-10,2023-03-22,728,151545,8932,573
1013,In-Store,2023-08-07,2023-09-20,1714,59978,3338,294
1014,Email,2023-06-09,2023-07-15,158,29655,2098,517
1015,Online,2023-09-11,2023-10-18,1067,85621,3147,735
1016,TV,2023-10-17,2023-11-11,7395,381266,847,197
1017,Email,2023-06-27,2023-08-02,486,97377,6350,844
1018,In-Store,2023-05-02,2023-06-12,523,23529,2678,325
1019,Facebook,2023-05-12,2023-06-23,822,117112,2733,230
1020,Radio,2023-10-26,2023-11-23,1878,126250,561,120
1021,Online,2023-06-17,2023-06-28,1018,93417,3498,320
1022,Radio,2023-02-26,2023-03-11,606,50354,175,20
1023,Email,2023-08-08,2023-08-29,511,112677,7516,390
1024,Radio,2023-01-16,2023-02-08,765,60985,212,49
1025,Social,2023-03-14,2023-04-05,734,75195,2756,406
1026,Instagram,2023-08-27,2023-09-05,1752,169495,9870,1832
1027,Email,2023-10-07,2023-10-21,243,48910,2546,578
1028,Instagram,2023-10-19,2023-11-09,1023,132539,4279,593
1029,Radio,2023-03-13,2023-03-27,789,73298,243,27
1030,Facebook,2023-08-05,2023-08-27,1269,190781,4106,277
1031,Facebook,2023-04-16,2023-05-08,465,70065,3145,474
1032,Social,2023-05-04,2023-05-14,1084,142151,3320,810
1033,TV,2023-01-14,2023-01-22,3924,220845,456,69
1034,Online,2023-05-05,2023-06-07,909,92614,2886,197
1035,Online,2023-01-23,2023-02-07,438,43814,1276,244
1036,Online,2023-10-06,2023-10-18,1216,99495,3535,864
1037,In-Store,2023-08-06,2023-09-17,1463,59291,5627,992
1038,Social,2023-02-02,2023-02-27,1363,170533,4596,1070
1039,Online,2023-04-18,2023-05-03,342,31191,1226,224
1040,TV,2023-04-20,2023-05-10,4513,208088,251,33
1041,In-Store,2023-01-24,2023-02-01,1102,50135,2513,131
1042,TV,2023-02-26,2023-03-17,2999,134020,232,56
1043,YouTube,2023-10-20,2023-11-15,945,69650,1354,331
1044,Social,2023-03-07,2023-03-28,1422,202044,5168,1147
1045,YouTube,2023-03-08,2023-03-20,2403,205696,5270,1012
1046,Facebook,2023-10-14,2023-11-27,1385,179820,5684,1249
1047,YouTube,2023-09-09,2023-10-13,2350,231427,6562,1463
1048,Email,2023-09-14,2023-10-21,575,122188,4452,412
1049,Instagram,2023-02-13,2023-03-26,1475,144286,5520,977
1050,Social,2023-01-22,2023-02-15,1237,147047,2348,287
1051,Facebook,2023-05-10,2023-06-06,949,135177,3689,560
1052,In-Store,2023-08-22,2023-09-12,1074,36317,3228,604
1053,YouTube,2023-10-24,2023-11-25,1676,164591,1777,311
1054,In-Store,2023-06-28,2023-08-05,1153,46304,4324,1000
1055,In-Store,2023-10-04,2023-10-31,988,42075,4225,239
1056,TV,2023-06-06,2023-07-21,3566,197357,427,59
1057,Facebook,2023-06-11,2023-07-04,313,47902,1046,117
1058,Billboard,2023-08-22,2023-08-29,1574,56231,90,21
1059,In-Store,2023-07-01,2023-07-20,1439,58916,4096,249
1060,Radio,2023-07-03,2023-08-01,1878,165610,665,68
1061,Online,2023-08-19,2023-09-28,1750,181543,5881,844
1062,Instagram,2023-09-27,2023-11-07,1943,221237,12183,2179
1063,Social,2023-02-24,2023-03-05,279,32884,608,111
1064,TV,2023-01-12,2023-02-07,6050,333937,379,28
1065,Social,2023-06-01,2023-07-03,416,53675,1297,192
1066,Online,2023-05-24,2023-06-06,347,40981,2031,325
1067,Billboard,2023-09-05,2023-09-17,3137,91039,175,13
1068,Billboard,2023-03-06,2023-03-31,2231,75596,146,9
1069,TV,2023-10-16,2023-11-27,5394,266465,327,17
1070,In-Store,2023-09-15,2023-10-21,1454,64641,4276,348
1071,YouTube,2023-01-25,2023-02-19,1603,128350,3220,459
1072,Social,2023-06-07,2023-07-08,1066,141872,4136,714
1073,YouTube,2023-05-12,2023-06-26,645,63965,1457,89
1074,Email,2023-09-20,2023-10-03,575,112346,6711,1329
1075,Facebook,2023-10-21,2023-11-06,784,98003,3156,336
1076,Online,2023-05-25,2023-07-04,548,46147,2217,195
1077,In-Store,2023-09-19,2023-10-23,1090,39153,2635,560
1078,Radio,2023-07-14,2023-08-13,896,71969,170,24
1079,Facebook,2023-02-11,2023-03-20,366,38474,890,205
1080,YouTube,2023-05-19,2023-06-07,1033,87544,1543,287
1081,TV,2023-01-15,2023-02-12,3720,177067,288,64
1082,Social,2023-04-16,2023-04-30,349,47267,1013,179
1083,In-Store,2023-01-14,2023-01-29,556,21165,1782,177
1084,Billboard,2023-10-26,2023-11-15,1216,40624,42,3
1085,In-Store,2023-06-08,2023-07-01,835,35360,2817,663
1086,Email,2023-07-07,2023-07-26,673,121975,4489,920
1087,In-Store,2023-03-05,2023-04-07,722,34232,2460,499
1088,Facebook,2023-06-09,2023-07-03,1754,195337,7571,507
1089,TV,2023-06-18,2023-07-15,3717,181284,461,103
1090,Instagram,2023-03-20,2023-04-21,1385,129634,5917,732
1091,Instagram,2023-02-24,2023-03-20,1553,176332,9536,1069
1092,Online,2023-04-04,2023-04-23,573,50306,1843,310
1093,Radio,2023-09-19,2023-09-29,1344,126830,534,93
1094,Social,2023-09-18,2023-10-28,261,29266,1116,166
1095,Online,2023-09-12,2023-10-21,480,49649,2307,406
1096,YouTube,2023-04-19,2023-05-19,1461,146656,3878,901
1097,Radio,2023-04-03,2023-04-27,2438,194442,670,71
1098,TV,2023-10-17,2023-11-17,4167,232878,347,38
1099,TV,2023-01-28,2023-02-07,5561,223408,477,107
1100,Social,2023-07-19,2023-08-14,1318,154009,6007,1107
1101,Radio,2023-07-06,2023-07-26,2535,199769,536,121
1102,Instagram,2023-06-30,2023-07-25,1637,201999,4207,295
1103,In-Store,2023-01-12,2023-02-04,549,21677,2388,240
1104,Radio,2023-04-12,2023-05-27,2282,149226,636,39
1105,Facebook,2023-04-24,2023-05-10,1544,220243,6400,883
1106,Social,2023-07-23,2023-08-07,938,120143,4483,317
1107,YouTube,2023-06-01,2023-06-20,909,87884,2239,209
1108,Radio,2023-01-31,2023-02-21,2894,212734,855,144
1109,Instagram,2023-05-13,2023-06-06,616,66673,2862,231
1110,Email,2023-08-07,2023-08-19,611,126674,5476,727
1111,TV,2023-06-22,2023-07-18,6952,375220,1047,201
1112,Radio,2023-08-22,2023-09-30,975,67806,283,55
1113,YouTube,2023-05-28,2023-06-13,2199,216066,4446,340
1114,Social,2023-05-24,2023-06-01,530,56305,2202,283
1115,Social,2023-09-01,2023-10-02,409,48327,1834,190
1116,Online,2023-05-22,2023-05-31,869,94839,3004,548
1117,In-Store,2023-02-11,2023-02-28,1631,62050,5294,1277
1118,Online,2023-06-29,2023-07-06,578,62593,2762,431
1119,Facebook,2023-03-24,2023-04-02,1226,176908,4203,745
1120,Facebook,2023-07-02,2023-07-19,1327,205445,8920,1235
1121,Billboard,2023-09-09,2023-10-16,4254,116027,93,8
1122,TV,2023-04-22,2023-05-13,8716,459987,1269,112
1123,Social,2023-08-14,2023-09-23,642,80365,2751,455
1124,In-Store,2023-06-26,2023-07-10,584,18799,1439,212
1125,Social,2023-02-04,2023-02-27,596,82792,2538,611
1126,Instagram,2023-07-17,2023-08-29,1664,204074,12009,2825
1127,Radio,2023-04-21,2023-05-29,779,58859,180,17
1128,Online,2023-07-02,2023-07-20,308,31543,1160,73
1129,YouTube,2023-04-24,2023-05-02,1880,138861,3117,680
1130,YouTube,2023-08-19,2023-09-09,831,89221,1984,491
1131,TV,2023-02-13,2023-03-11,6236,291830,813,165
1132,YouTube,2023-07-11,2023-08-25,509,46276,844,163
1133,Online,2023-01-31,2023-03-09,608,52843,1945,341
1134,In-Store,2023-03-22,2023-04-05,1569,64877,6661,705
1135,Social,2023-05-06,2023-06-20,862,106346,3648,278
1136,Email,2023-02-08,2023-03-07,735,170927,12765,1955
1137,YouTube,2023-06-29,2023-07-13,2285,194197,5008,280
1138,Social,2023-04-11,2023-04-18,1328,161002,2643,361
1139,Online,2023-05-25,2023-06-05,1252,116997,2934,613
1140,TV,2023-03-04,2023-03-25,9641,390271,736,128
1141,Billboard,2023-09-10,2023-10-09,3112,100853,123,14
1142,Instagram,2023-06-23,2023-06-30,1503,154668,7752,858
1143,Online,2023-06-01,2023-07-06,660,76593,2429,423
1144,Billboard,2023-03-07,2023-04-11,1729,51905,100,7
1145,In-Store,2023-05-28,2023-06-12,580,21422,2522,240
1146,Instagram,2023-05-19,2023-06-15,394,46494,2210,511
1147,Social,2023-02-24,2023-04-03,990,107432,2130,232
1148,Email,2023-10-21,2023-11-15,209,40558,2998,718
1149,Billboard,2023-08-18,2023-09-10,4967,121205,161,29
1150,Billboard,2023-10-16,2023-11-24,4013,136471,259,59
1151,Radio,2023-09-30,2023-10-27,2328,169160,376,75
1152,Online,2023-07-22,2023-08-25,1237,130681,6449,696
1153,In-Store,2023-09-16,2023-10-21,1779,63649,5762,908
1154,Radio,2023-04-21,2023-05-27,2436,159987,784,82
1155,Email,2023-02-26,2023-04-01,372,70125,4452,686
1156,Social,2023-05-13,2023-06-04,1098,134215,2920,147
1157,Online,2023-09-05,2023-10-19,711,67942,1497,227
1158,YouTube,2023-07-11,2023-08-12,1130,121460,3400,783
1159,Social,2023-01-26,2023-02-16,525,62234,1257,148
1160,YouTube,2023-03-02,2023-03-18,1891,162660,3200,278
1161,In-Store,2023-03-21,2023-04-12,509,16506,1727,244
1162,Instagram,2023-10-22,2023-11-20,1913,217751,7555,592
1163,TV,2023-04-03,2023-05-01,8353,398999,414,68
1164,Online,2023-06-20,2023-07-28,1961,199056,6413,1097
1165,Email,2023-01-16,2023-02-04,375,62195,4696,465
1166,Billboard,2023-06-23,2023-07-12,1512,46962,46,9
1167,Instagram,2023-05-17,2023-07-01,1208,152319,7937,1692
1168,Online,2023-09-13,2023-09-22,1172,95821,3350,796
1169,In-Store,2023-05-23,2023-06-14,1006,46225,2412,145
1170,TV,2023-02-10,2023-03-20,4530,261991,410,52
1171,YouTube,2023-02-12,2023-03-15,1376,124024,2982,409
1172,In-Store,2023-07-03,2023-08-09,1949,77641,5518,282
1173,Radio,2023-05-11,2023-06-10,2554,199181,471,37
1174,Instagram,2023-09-13,2023-10-09,437,43725,1729,211
1175,Email,2023-02-02,2023-02-25,211,46011,2770,415
1176,Social,2023-08-03,2023-08-23,728,93861,1811,319
1177,Social,2023-04-15,2023-05-06,1380,190076,6816,1055
1178,Social,2023-03-04,2023-03-31,1353,180900,2778,527
1179,In-Store,2023-04-19,2023-05-04,1855,80018,5622,588
1180,Instagram,2023-05-13,2023-06-11,1159,125112,6481,416
1181,TV,2023-02-26,2023-04-03,7324,394870,703,76
1182,Billboard,2023-10-08,2023-11-21,4431,118609,74,5
1183,TV,2023-07-09,2023-08-13,7348,352802,1002,214
1184,YouTube,2023-07-24,2023-08-23,2340,229097,4054,901
1185,YouTube,2023-07-21,2023-07-30,1845,141190,2824,557
1186,Radio,2023-03-13,2023-04-26,2284,168895,783,184
1187,In-Store,2023-09-09,2023-10-09,627,22948,2148,330
1188,Instagram,2023-03-10,2023-04-23,1443,158811,9503,1364
1189,TV,2023-05-22,2023-06-07,3364,134892,155,29
1190,Radio,2023-01-21,2023-02-23,2987,207433,929,133
1191,Email,2023-09-27,2023-10-31,382,62180,3046,444
1192,TV,2023-08-01,2023-09-04,3656,188953,281,59
1193,In-Store,2023-05-12,2023-06-03,613,21518,1895,166
1194,Facebook,2023-05-03,2023-05-25,290,43684,797,57
1195,Instagram,2023-05-15,2023-05-23,1120,115987,4647,532
1196,Instagram,2023-09-13,2023-10-10,1060,99503,3142,253
1197,Billboard,2023-02-23,2023-03-23,1306,35676,39,5
1198,TV,2023-06-27,2023-08-02,7795,460481,654,42
1199,YouTube,2023-10-20,2023-11-30,1218,116204,2222,522
1200,Email,2023-06-18,2023-07-17,506,119628,9055,1235
1201,Email,2023-04-15,2023-05-26,688,129641,9627,1515
1202,TV,2023-02-04,2023-03-12,7352,372582,477,113
1203,Billboard,2023-01-24,2023-02-07,3457,108469,149,10
1204,Billboard,2023-03-08,2023-03-31,4525,131654,184,32
1205,Billboard,2023-03-28,2023-05-11,1802,51753,94,22
1206,TV,2023-03-12,2023-04-15,6302,360475,963,141
1207,Facebook,2023-08-23,2023-09-11,1139,146967,5409,926
1208,Online,2023-02-16,2023-02-23,568,60321,2890,635
1209,In-Store,2023-01-30,2023-02-26,1975,86622,9569,2079
1210,Email,2023-10-04,2023-11-09,262,44034,1604,329
1211,Radio,2023-02-08,2023-03-23,669,56386,264,51
1212,Billboard,2023-03-29,2023-04-24,4340,155522,140,26
1213,Social,2023-01-19,2023-02-01,1000,112155,2826,498
1214,Email,2023-04-19,2023-05-18,137,27640,1227,240
1215,Billboard,2023-03-07,2023-04-03,1985,63685,40,4
1216,Email,2023-01-28,2023-03-07,421,77914,5668,1141
1217,TV,2023-02-03,2023-02-27,9323,402683,516,55
1218,TV,2023-04-08,2023-05-07,2403,119566,207,41
1219,Facebook,2023-04-19,2023-05-11,627,82015,3333,593
1220,Facebook,2023-08-27,2023-09-04,536,63130,954,224
1221,Email,2023-02-14,2023-02-22,734,118146,6404,1177
1222,Social,2023-05-01,2023-05-29,694,97894,1784,399
1223,YouTube,2023-04-23,2023-05-31,2186,185297,2806,363
1224,YouTube,2023-03-07,2023-04-11,1862,165958,2407,274
1225,Instagram,2023-02-24,2023-03-21,1258,162602,4420,565
1226,Billboard,2023-02-24,2023-03-24,4650,149730,205,42
1227,Facebook,2023-03-07,2023-04-21,795,90089,3264,706
1228,In-Store,2023-06-27,2023-07-07,1814,60898,6816,1472
1229,Email,2023-05-08,2023-06-20,151,29434,1578,348
1230,Instagram,2023-06-19,2023-07-28,670,85245,4474,647
1231,Email,2023-10-17,2023-10-28,234,48728,2932,172
1232,YouTube,2023-02-27,2023-04-13,849,65652,1236,209
1233,Facebook,2023-07-05,2023-08-01,1196,165925,2924,314
1234,Social,2023-02-13,2023-02-25,1063,150031,2951,252
1235,Billboard,2023-06-16,2023-07-31,1363,33462,52,11
1236,Email,2023-07-21,2023-08-13,320,61242,2725,250
1237,Social,2023-10-16,2023-11-18,1404,141045,2635,495
1238,Online,2023-01-29,2023-03-06,1588,136583,6500,1569
1239,Billboard,2023-09-14,2023-10-06,2307,59720,75,16
1240,Instagram,2023-08-17,2023-09-27,954,112019,2717,462
1241,Email,2023-04-07,2023-05-18,481,85350,2621,439
1242,Online,2023-08-05,2023-08-25,1598,190192,5755,1128
1243,Billboard,2023-09-01,2023-10-06,4623,129298,142,22
1244,In-Store,2023-09-03,2023-09-20,1632,69407,8153,1474
1245,Email,2023-05-29,2023-06-22,531,112050,4595,883
1246,Billboard,2023-07-01,2023-08-03,4504,154786,143,30
1247,In-Store,2023-06-21,2023-07-16,1341,58678,4301,615
1248,YouTube,2023-04-15,2023-05-12,678,68772,1395,99
1249,YouTube,2023-07-22,2023-09-03,1983,168402,4435,541
1250,Facebook,2023-07-29,2023-08-25,1093,114388,4411,785
1251,Email,2023-04-23,2023-05-28,422,72700,4250,548
1252,TV,2023-09-22,2023-10-15,7221,309011,314,25
1253,Social,2023-06-16,2023-06-28,743,83400,2251,377
1254,Radio,2023-04-12,2023-05-18,1034,73781,235,13
1255,In-Store,2023-05-26,2023-06-11,1379,50899,2749,477
1256,YouTube,2023-01-24,2023-03-06,717,57320,1131,97
1257,Instagram,2023-03-15,2023-03-29,333,38387,1075,191
1258,Social,2023-06-09,2023-06-28,1441,148906,4494,556
1259,In-Store,2023-06-06,2023-07-19,1307,60598,5392,297
1260,Billboard,2023-06-18,2023-07-07,3471,85571,112,17
1261,Email,2023-05-31,2023-07-08,512,100675,6159,369
1262,YouTube,2023-09-16,2023-10-02,1672,138649,2581,331
1263,Facebook,2023-06-08,2023-07-20,704,89009,3162,161
1264,Facebook,2023-06-08,2023-06-28,1310,164065,3242,604
1265,Radio,2023-01-09,2023-02-18,1839,137433,349,72
1266,Billboard,2023-03-26,2023-05-08,2952,98930,105,17
1267,Social,2023-04-18,2023-05-04,870,102225,3615,533
1268,TV,2023-07-31,2023-09-10,8717,473788,1148,166
1269,Online,2023-05-19,2023-06-24,662,58055,2331,228
1270,TV,2023-08-09,2023-09-11,5258,221399,377,89
1271,TV,2023-07-17,2023-07-29,6479,265405,466,71
1272,Social,2023-09-15,2023-10-27,990,131048,4410,833
1273,YouTube,2023-03-28,2023-04-21,1426,133682,3970,904
1274,Email,2023-07-04,2023-07-16,632,149509,9131,1048
1275,In-Store,2023-04-28,2023-05-24,1059,34685,3097,489
1276,Email,2023-02-21,2023-04-03,353,71855,2591,429
1277,Email,2023-05-18,2023-06-24,530,109630,7698,1378
1278,Email,2023-09-10,2023-10-18,716,170089,7209,1758
1279,Instagram,2023-01-02,2023-01-14,1889,222206,5846,1380
1280,Online,2023-02-09,2023-03-12,740,62035,2663,229
1281,Online,2023-03-20,2023-04-11,1487,124872,3066,198
1282,Email,2023-05-05,2023-06-06,752,166033,6781,429
1283,Online,2023-10-11,2023-10-29,462,40063,855,84
1284,Instagram,2023-08-07,2023-09-13,683,61154,1498,261
1285,Facebook,2023-01-10,2023-02-01,450,62316,1788,316
1286,Billboard,2023-10-22,2023-10-29,1031,33393,51,9
1287,In-Store,2023-08-26,2023-09-26,1201,54629,6110,1308
1288,Social,2023-05-31,2023-06-26,1284,137960,5488,1135
1289,Instagram,2023-09-04,2023-09-18,1063,136253,4428,857
1290,TV,2023-08-11,2023-08-25,2930,144460,325,74
1291,Instagram,2023-08-20,2023-08-27,573,62592,2586,225
1292,Online,2023-05-11,2023-05-21,395,41447,1645,323
1293,Instagram,2023-01-05,2023-02-15,1789,173340,7814,1278
1294,In-Store,2023-04-02,2023-04-22,843,28503,2754,144
1295,Radio,2023-04-20,2023-05-08,1586,136923,498,38
1296,Radio,2023-04-06,2023-05-11,2074,143366,350,78
1297,Social,2023-02-15,2023-03-08,428,43116,1150,137
1298,TV,2023-03-26,2023-05-05,9819,570553,816,186
1299,YouTube,2023-01-14,2023-01-27,741,64046,1288,93
1300,Billboard,2023-08-28,2023-10-08,2685,88181,170,8
1301,Radio,2023-02-19,2023-03-19,1273,102133,472,94
1302,Billboard,2023-08-15,2023-09-05,4193,101423,76,13
1303,TV,2023-02-12,2023-03-21,7617,427606,1233,113
1304,Online,2023-05-25,2023-06-01,1039,116033,2590,399
1305,In-Store,2023-02-01,2023-03-01,556,21771,2300,116
1306,TV,2023-09-14,2023-10-11,3341,170240,310,45
1307,Online,2023-04-30,2023-06-07,1332,119906,4024,597
1308,Online,2023-10-14,2023-11-04,348,36893,1172,213
1309,Online,2023-06-23,2023-08-01,775,71979,2989,154
1310,YouTube,2023-03-25,2023-04-29,1084,95786,2097,290
1311,Social,2023-10-08,2023-10-26,1356,131855,4769,760
1312,Email,2023-03-08,2023-03-15,469,79089,5344,334
1313,Email,2023-05-11,2023-05-19,537,124386,9016,1414
1314,In-Store,2023-01-21,2023-02-20,560,19521,1032,116
1315,In-Store,2023-08-29,2023-09-22,1472,65992,6621,941
1316,Billboard,2023-05-20,2023-06-30,2440,86058,153,24
1317,Instagram,2023-10-12,2023-11-13,699,80911,1908,436
1318,TV,2023-01-29,2023-03-05,8047,428139,449,79
1319,Instagram,2023-02-11,2023-03-05,1410,185044,7558,1250
1320,In-Store,2023-02-21,2023-03-17,1186,51210,4352,822
1321,YouTube,2023-08-13,2023-09-15,691,64291,1077,111
1322,Billboard,2023-01-15,2023-01-28,2982,72963,53,3
1323,Billboard,2023-06-06,2023-07-04,1307,45985,56,13
1324,Online,2023-03-08,2023-03-24,1662,146630,2951,563
1325,Radio,2023-04-28,2023-05-24,2351,188441,468,66
1326,Social,2023-06-15,2023-07-04,504,49819,1889,334
1327,Social,2023-09-30,2023-10-24,1273,156672,4207,408
1328,Instagram,2023-09-13,2023-10-01,1239,161221,7218,1626
1329,Email,2023-04-21,2023-05-19,583,134871,8274,684
1330,TV,2023-01-16,2023-02-07,6713,336056,783,69
1331,Facebook,2023-09-28,2023-10-24,1036,123161,2904,223
1332,YouTube,2023-05-08,2023-06-21,1352,112874,2841,594
1333,Radio,2023-03-09,2023-03-31,2969,197373,828,110
1334,YouTube,2023-07-27,2023-08-13,1037,92334,1539,378
1335,Email,2023-05-01,2023-05-27,103,24217,1490,91
1336,In-Store,2023-07-30,2023-09-02,898,32268,3374,247
1337,Social,2023-02-17,2023-03-19,1015,131042,2802,526
1338,Radio,2023-04-01,2023-05-04,1367,105035,462,71
1339,Billboard,2023-04-04,2023-04-24,1798,51015,27,2
1340,Radio,2023-07-05,2023-07-19,1755,123742,570,134
1341,In-Store,2023-02-09,2023-02-22,1456,54501,6118,630
1342,Facebook,2023-06-20,2023-07-27,1563,186026,7061,467
1343,Instagram,2023-09-30,2023-10-26,667,83826,4252,534
1344,Instagram,2023-02-26,2023-03-28,452,42986,1050,258
1345,Billboard,2023-05-20,2023-06-27,3628,113648,210,38
1346,TV,2023-04-02,2023-05-16,6884,396303,1181,100
1347,YouTube,2023-04-15,2023-05-12,1278,122004,2737,426
1348,YouTube,2023-07-11,2023-08-23,884,75108,2034,126
1349,Radio,2023-03-03,2023-03-26,2009,191679,757,158
1350,Email,2023-05-23,2023-06-29,682,118800,7646,741
1351,Radio,2023-08-27,2023-10-08,1202,86931,366,91
1352,Online,2023-09-15,2023-09-27,587,52853,2610,602
1353,Email,2023-09-02,2023-10-13,755,161905,12778,3040
1354,TV,2023-04-16,2023-04-26,8700,458609,1303,229
1355,Online,2023-08-06,2023-09-08,1808,198406,6285,1226
1356,Billboard,2023-07-31,2023-08-22,4071,119485,115,8
1357,Social,2023-02-02,2023-03-14,1205,150252,4883,280
